Column3;Column5;Column6
InferenceTime;TransferDuration;
1.5023114681243896;0.0680391788482666;
1.6412343978881836;0.06201982498168945;
1.6198463439941406;0.1302928924560547;
1.5269618034362793;0.06660270690917969;
1.5204906463623047;0.061872005462646484;
1.4850947856903076;0.06000113487243652;
1.7599949836730957;0.05329704284667969;
1.5594794750213623;0.06535840034484863;
1.5026843547821045;0.06387472152709961;
2.3603532314300537;0.07719635963439941;
1.5993092060089111;0.05717182159423828;
1.521388053894043;0.10897040367126465;
1.4998624324798584;0.04074549674987793;
1.484424114227295;0.058278799057006836;
1.3790667057037354;0.06140875816345215;
1.4834141731262207;0.0657188892364502;
1.5217740535736084;0.059832096099853516;
1.5982396602630615;0.06710362434387207;
1.500011920928955;0.09996747970581055;
1.4835429191589355;0.06769156455993652;
1.4960412979125977;0.05635643005371094;
2.178968667984009;0.05909848213195801;
1.5620582103729248;0.05995607376098633;
1.5593149662017822;0.06969285011291504;
1.483335018157959;0.06546831130981445;
1.5832679271697998;0.05148625373840332;
1.3962459564208984;0.05903172492980957;
1.6146817207336426;0.0766289234161377;
1.4726390838623047;0.06344819068908691;
1.5003719329833984;0.04737281799316406;
1.5231060981750488;0.07958340644836426;
1.6000850200653076;0.06540226936340332;
1.5009114742279053;0.042546987533569336;
2.4352073669433594;0.07314443588256836;
1.5905640125274658;0.060683488845825195;
1.52415132522583;0.06494426727294922;
1.5207722187042236;0.07076907157897949;
1.5027344226837158;0.06088399887084961;
1.521873950958252;0.0681760311126709;
1.477898359298706;0.05295538902282715;
1.5012431144714355;0.06513714790344238;
2.2766470909118652;0.05983757972717285;
1.5162363052368164;0.06052803993225098;
1.519022703170770;0.09664559364318848;
1.601015329360962;0.051749467849731445;
1.5598933696746826;0.07567834854125977;
1.5826215744018555;0.07120752334594727;
1.6021559238433838;0.0865325927734375;
1.419940710067749;0.05651569366455078;
1.6403467655181885;0.04475069046020508;
1.5826265811920166;0.06745171546936035;
1.5848190784454346;0.06721711158752441;
1.5008950233459473;0.06895995140075684;
1.4194824695587158;0.06045341491699219;
2.4393608570098877;0.09815549850463867;
1.5397350788116455;0.0538790225982666;
1.521026372909546;0.0691227912902832;
1.518557071685791;0.057672977447509766;
2.394498586654663;0.051645517349243164;
1.4571142196655273;0.04134321212768555;
1.4708521366119385;0.06266236305236816;
1.4997649192810059;0.06343293190002441;
1.4986217021942139;0.05536937713623047;
1.5123767852783203;0.06404566764831543;
1.5648627281188965;0.06913137435913086;
1.4883670806884766;0.12396383285522461;
1.4350707530975342;0.11850428581237793;
1.5815050601959229;0.05243730545043945;
1.3806228637695312;0.05235171318054199;
1.4773237705230713;0.06405282020568848;
1.480595588684082;0.0669243335723877;
1.5845801830291748;0.06108236312866211;
1.5186834335327148;0.12937045097351074;
1.5200624465942383;0.07805514335632324;
2.2948238849639893;0.1580653190612793;
1.5952916145324707;0.06084752082824707;
1.4821457862854004;0.07025885581970215;
1.4773600101470947;0.05817580223083496;
1.5119962692260742;0.059877634048461914;
1.4183518886566162;0.054265737533569336;
1.602545976638794;0.08950972557067871;
1.7122983932495117;0.06175422668457031;
1.5602545738220215;0.07792806625366211;
1.5403375625610352;0.05746006965637207;
2.3425610065460205;0.04976463317871094;
1.5997047424316406;0.1222982406616211;
1.59889554977417;0.053250074386597;
1.6397356986999512;0.06749963760375977;
1.6400783061981201;0.05169177055358887;
1.5154662132263184;0.05591320991516113;
1.5216007232666016;0.06153392791748047;
1.6409285068511963;0.05791330337524414;
1.5609140396118164;0.043024301528930664;
2.363246202468872;0.05911374092102051;
1.4100985527038574;0.06408476829528809;
1.5622437000274658;0.06744980812072754;
1.5836544036865234;0.10828423500061035;
1.4986886978149414;0.11657094955444336;
1.5739531517028809;0.05581498146057129;
1.5822157859802246;0.06342172622680664;
1.519022703170770;0.053250074386597;1.572272778
